country,city_actual,rating_count,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,distance,distance_alter,accommodation_type,nnights,rating
Austria,Vienna,92.0,City centre,Donauturm,Schonbrunn,101,Vienna,3.0,4.5,187.0,0,22301,0,0% no offer,2017,11,0,0,2.1,4.9,Hotel,1,4.5
Austria,Vienna,910.0,City centre,Donauturm,Schonbrunn,156,Vienna,4.0,4.0,1122.0,0,22303,0,0% no offer,2017,11,0,0,3.6,6.2,Hotel,1,4.3
Austria,Vienna,1541.0,City centre,Donauturm,Schonbrunn,82,Vienna,3.5,4.5,1245.0,0,22306,1,15-50% offer,2017,11,0,0,2.4,5.2,Hotel,1,4.5
Austria,Vienna,183.0,City centre,Donauturm,Schonbrunn,82,Vienna,4.0,4.0,1148.0,0,22307,1,15-50% offer,2017,11,0,0,2.6,5.4,Hotel,1,4.4
Austria,Vienna,18.0,City centre,Donauturm,Schonbrunn,83,Vienna,3.5,,,1,22311,1,15-50% offer,2017,11,0,0,2.6,5.4,Hotel,1,4.5
Austria,Vienna,140.0,City centre,Donauturm,Schonbrunn,92,Vienna,4.0,4.0,753.0,0,22312,1,1-15% offer,2017,11,0,0,2.9,5.6,Hotel,1,4.1
Austria,Vienna,14.0,City centre,Donauturm,Schonbrunn,169,Vienna,3.0,,,1,22314,0,0% no offer,2017,11,0,0,2.3,5.1,Apartment,1,4.3
Austria,Schwechat,333.0,City centre,Donauturm,Schwechat,92,Vienna,3.0,4.0,196.0,0,22317,0,0% no offer,2017,11,0,0,11.0,11.0,Hotel,1,4.3
Austria,Vienna,16.0,City centre,Donauturm,Vienna,110,Vienna,3.0,4.5,29.0,1,22326,1,1-15% offer,2017,11,0,0,4.7,7.0,Pension,1,4.3
Austria,Vienna,9.0,City centre,Donauturm,Vienna,106,Vienna,4.0,4.0,12.0,1,22330,0,0% no offer,2017,11,0,0,5.4,8.1,Pension,1,4.1
Austria,Vienna,16.0,City centre,Donauturm,Vienna,266,Vienna,5.0,5.0,2.0,1,22332,1,1-15% offer,2017,11,0,0,3.5,1.3,Apartment,1,4.6
Austria,Vienna,21.0,City centre,Donauturm,Vienna,81,Vienna,3.5,3.0,12.0,1,22334,1,1-15% offer,2017,11,0,0,3.7,6.4,Hotel,1,4.1
Austria,Vienna,985.0,City centre,Donauturm,Vienna,114,Vienna,4.5,4.5,2454.0,0,22336,1,50%-75% offer,2017,11,0,0,2.3,1.9,Hotel,1,4.3
Austria,Vienna,69.0,City centre,Donauturm,Vienna,125,Vienna,3.5,4.0,261.0,0,22337,1,1-15% offer,2017,11,0,0,2.3,1.1,Apart-hotel,1,4.4
Austria,Vienna,12.0,City centre,Donauturm,Vienna,130,Vienna,3.0,4.0,20.0,1,22353,0,0% no offer,2017,11,0,0,6.6,9.4,Hotel,1,4.4
Austria,Vienna,171.0,City centre,Donauturm,Vienna,78,Vienna,3.0,4.0,811.0,0,22354,0,0% no offer,2017,11,0,0,3.2,4.5,Hotel,1,4.3
Austria,Vienna,212.0,City centre,Donauturm,Vienna,172,Vienna,4.0,4.0,401.0,1,22359,1,1-15% offer,2017,11,0,0,2.2,3.8,Hotel,1,4.1
Austria,Vienna,74.0,City centre,Donauturm,Vienna,100,Vienna,3.5,4.0,282.0,1,22364,1,15-50% offer,2017,11,0,0,2.7,4.2,Hotel,1,4.4
Austria,Vienna,44.0,City centre,Donauturm,Vienna,66,Vienna,3.0,,,1,22372,1,75%+ offer ,2017,11,0,0,1.6,1.8,Apartment,1,4.4
Austria,Vienna,35.0,City centre,Donauturm,Vienna,114,Vienna,4.0,5.0,12.0,1,22373,1,50%-75% offer,2017,11,0,0,1.4,2.2,Apartment,1,4.9
Austria,Vienna,186.0,City centre,Donauturm,Wahring,84,Vienna,3.0,4.5,982.0,0,22380,1,15-50% offer,2017,11,0,0,1.9,2.7,Hotel,1,4.4
Austria,Vienna,45.0,City centre,Donauturm,Wahring,185,Vienna,4.0,4.0,142.0,1,22382,0,0% no offer,2017,11,0,0,2.1,3.0,Hotel,1,4.4
Austria,Vienna,77.0,City centre,Donauturm,Wieden,110,Vienna,3.5,4.5,116.0,0,22386,0,0% no offer,2017,11,0,0,1.6,4.0,Hotel,1,4.5
Austria,Vienna,72.0,City centre,Donauturm,Wieden,86,Vienna,3.0,4.0,89.0,0,22387,0,0% no offer,2017,11,0,0,1.6,4.0,Hotel,1,4.3
Austria,Vienna,158.0,City centre,Donauturm,Wieden,118,Vienna,4.0,4.0,436.0,0,22388,0,0% no offer,2017,11,0,0,1.0,3.6,Hotel,1,4.1
Austria,Vienna,15.0,City centre,Donauturm,Wieden,126,Vienna,3.5,,,1,22389,1,1-15% offer,2017,11,0,0,0.9,3.6,Hotel,1,4.5
Austria,Vienna,291.0,City centre,Donauturm,Wieden,92,Vienna,3.0,4.0,688.0,0,22390,1,15-50% offer,2017,11,0,0,1.3,3.9,Hotel,1,4.3
Austria,Vienna,317.0,City centre,Donauturm,Wieden,197,Vienna,4.0,4.5,1840.0,1,22391,1,15-50% offer,2017,11,0,0,0.8,3.5,Hotel,1,4.8
Austria,Vienna,280.0,City centre,Donauturm,Wieden,135,Vienna,4.0,4.0,1121.0,0,22394,0,0% no offer,2017,11,0,0,1.2,3.9,Hotel,1,4.5
Austria,Vienna,47.0,City centre,Donauturm,Wieden,125,Vienna,4.0,4.5,229.0,0,22395,1,15-50% offer,2017,11,0,0,1.2,3.7,Hotel,1,4.4
Austria,Vienna,125.0,City centre,Donauturm,Wieden,134,Vienna,4.0,4.5,615.0,0,22397,1,1-15% offer,2017,11,0,0,0.8,3.5,Hotel,1,4.5
Austria,Vienna,1.0,City centre,Donauturm,Wieden,84,Vienna,3.5,,,1,22400,0,0% no offer,2017,11,0,0,0.9,3.6,Apartment,1,5.0
Austria,Vienna,572.0,City centre,Donauturm,Wieden,95,Vienna,4.0,4.0,1003.0,1,22402,1,1-15% offer,2017,11,0,0,1.5,3.9,Hotel,1,4.1
Austria,Vienna,2.0,City centre,Donauturm,Wieden,109,Vienna,3.0,3.0,14.0,1,22404,1,50%-75% offer,2017,11,0,0,1.5,3.8,Apartment,1,5.0
Austria,Vienna,145.0,City centre,Donauturm,Wieden,185,Vienna,5.0,4.0,740.0,0,22406,1,15-50% offer,2017,11,0,0,0.8,3.6,Hotel,1,4.3
Austria,Vienna,112.0,City centre,Donauturm,Wieden,100,Vienna,4.0,4.5,1006.0,1,22407,0,0% no offer,2017,11,0,0,1.0,3.7,Hotel,1,4.4
